id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_is_superhost,host_n_listings,url_listing,url_picture
l_37291791,N.Lamar: Economic Spot 2 female spot,"This is a spot in a shared room for up to four people in a 6 bedroom apartment. The other bedrooms are either shared or private. There are 3 bathrooms, a modern kitchen, and a washer/dryer on sight. Most people are 22-32: young professionals, grad students, internationals, interns, etc. There are usually 10-12 people per apartment.",78751,Hyde Park,30.30458,-97.72584,Shared room in rental unit,Shared room,1,3.0,1.0,4.0,Air conditioning;Iron;Carbon monoxide alarm;Cooking basics;TV;Keypad;Free street parking;Exterior security cameras on property;Essentials;Hot water;Dryer;Heating;Dedicated workspace;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Kitchen;Fire extinguisher;Hangers,13.7,30.0,1125.0,326,7,2019-09-15,2024-11-10,0.08,4.86,4.57,5.0,4.86,h_8167447,Martin,f,89,https://www.airbnb.com/rooms/37291791,https://a0.muscache.com/pictures/b1cd5d5a-3d88-4bd6-8861-096d2e818cea.jpg
l_41593101,Mid-Century ATX 2BR 2 Offices Near SoCo & Downtown,"Tucked into a tree-lined neighborhood, this thoughtfully designed mid-century modern retreat offers beautiful indoor and outdoor living spaces just minutes from SoCo, downtown, Barton Springs, Zilker Park, and many popular restaurants, music venues, coffee shops, and outdoor spaces.<br /><br />Whether you’re visiting for remote work, a weekend getaway, concerts, Formula 1, ACL, or simply exploring Austin, the location offers easy access to parks, attractions, and many of the city’s best destinations.",78704,South Austin,30.23789,-97.7677,Entire home,Entire home/apt,5,,2.0,3.0,"Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;BBQ grill;Cooking basics;Kirkland conditioner;TV;Fast wifi – 101 Mbps;Private entrance;Private backyard – Fully fenced;Oven;Wine glasses;Outdoor dining area;Long term stays allowed;Smart lock;Free street parking;Private patio or balcony;Dishwasher;Housekeeping available 3 hours a day, Monday to Friday - available at extra cost;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Ethernet connection;Books and reading material;Hot water kettle;Coffee maker;Hot water;Baking sheet;Dryer;Heating;Piano;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Washer;Hair dryer;Shower gel;Stove;Kirkland body soap;Kitchen;Pets allowed;Fire extinguisher;Clothing storage: closet;Hangers;Bed linens",197.0,2.0,1125.0,52,23,2020-02-17,2025-07-21,0.3,5.0,4.91,5.0,4.91,h_11063837,Carrie,f,3,https://www.airbnb.com/rooms/41593101,https://a0.muscache.com/pictures/hosting/Hosting-41593101/original/e1a62225-29aa-425d-afe9-c9f20d11d4a2.jpeg
l_854344343822951255,Downtown Austin Suite with Pool Access!,"Stay in the heart of downtown Austin and enjoy the city's vibrant culture and entertainment. Walk to iconic attractions like Sixth Street, Rainey Street, Lady Bird Lake, Zilker Park, Paramount Theatre, and the Texas Capitol. Hop on a metro station nearby and discover more of what The Live Music Capital of the World has to offer. Relax in a spacious room or suite with modern amenities and stunning views. Experience the charm and elegance of this historic landmark hotel.",78701,Downtown,30.26905,-97.74199,Room in hotel,Private room,3,1.0,1.0,1.0,Air conditioning;50 inch TV with standard cable;Iron;Shampoo;Carbon monoxide alarm;Paid parking on premises;Coffee maker;Essentials;Shared indoor pool - open specific hours;Heating;Shared gym in building;Building staff;Dedicated workspace;First aid kit;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Hair dryer;Pets allowed;Fire extinguisher;Hangers;Bed linens,337.43,1.0,1125.0,353,0,,,,,,,,h_501999514,RoomPicks,f,92,https://www.airbnb.com/rooms/854344343822951255,https://a0.muscache.com/pictures/prohost-api/Hosting-854344343822951255/original/f919a7e6-291d-4d7e-bfa3-1cdf16d1015b.jpeg
l_47545149,"IT contractors work close to Samsung, Dell",,78754,Northeast Austin,30.36217,-97.63849,Private room in home,Private room,1,1.5,,1.0,Dining table;Air conditioning;Shampoo;Carbon monoxide alarm;Bathtub;Outdoor dining area;Smart lock;Outdoor furniture;Exterior security cameras on property;Essentials;Hot water;Lock on bedroom door;Clothing storage;Housekeeping - available at extra cost;Private backyard – Not fully fenced;Heating;Dedicated workspace;Self check-in;Smoke alarm;Wifi;Free parking on premises;Patio or balcony;Washer;Stove;Kitchen;Free dryer – In unit;Hangers;Bed linens,38.44,30.0,1125.0,291,7,2021-02-18,2026-05-31,0.11,4.57,4.86,5.0,4.86,h_299606671,Dina,f,23,https://www.airbnb.com/rooms/47545149,https://a0.muscache.com/pictures/hosting/Hosting-47545149/original/60718b2c-f580-4dab-90f2-c60d96104cbb.png
l_860888049846095707,Cozy North Loop 2-bedroom,"Guest room available in 2-bedroom apartment, located in popular North Loop neighborhood with spacious backyard! Walking distance to cafes and bars in the area, short drive/bus ride to UT campus and downtown.",78751,Hyde Park,30.3221,-97.72561,Private room in rental unit,Private room,1,1.0,,1.0,Refrigerator;Air conditioning;Record player;Drying rack for clothing;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;Bidet;TV;Clothing storage: closet;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Body soap;Wine glasses;Outdoor dining area;Dishes and silverware;Host greets you;Cleaning products;Essentials;Rice maker;Central heating;Conditioner;Dedicated workspace;Microwave;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Safe;Fire extinguisher;Books and reading material;Hangers,49.37,30.0,90.0,55,15,2023-07-31,2026-01-07,0.43,5.0,4.73,4.93,5.0,h_33426936,Anna,f,1,https://www.airbnb.com/rooms/860888049846095707,https://a0.muscache.com/pictures/hosting/Hosting-860888049846095707/original/69292603-9577-4631-933c-0bb1985ba909.png
l_1157305695394255335,211 – 3 blocks from UT and Moody Theatre,"Escape the everyday routine in this 1st floor studio located in the HEART of Austin. With amazing walkability & convenient public transportation access, this studio provides all the essentials so you can enjoy this city without worrying about where to do laundry and parking (included!)<br />**Limos offered at discounted prices when booked through us!**",78705,University of Texas,30.29164,-97.73452,Entire rental unit,Entire home/apt,2,1.0,,1.0,Refrigerator;Air conditioning;Drying rack for clothing;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Room-darkening shades;Cooking basics;Laundromat nearby;TV;Private entrance;Oven;Coffee maker: Keurig coffee machine;Body soap;Noise decibel monitors on property;Single level home;Long term stays allowed;Paid parking on premises;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Paid parking off premises;Exterior security cameras on property;Cleaning products;Essentials;Freezer;Hot water;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Luggage dropoff allowed;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Stove;Kitchen;Fire extinguisher;Hangers;Bed linens,160.0,1.0,1125.0,53,28,2024-06-20,2026-05-31,1.14,4.5,4.79,4.64,4.54,h_450520789,Nick,f,20,https://www.airbnb.com/rooms/1157305695394255335,https://a0.muscache.com/pictures/miso/Hosting-587089820152893269/original/29e3b16a-ca41-46e4-8f3e-ff827245302b.jpeg
l_786496661945138487,Classy 3BR/2BA with large pool in HEART of SOCO!,"This unit has been COMPLETELY renovated and is used for longer leases and is not a weekend/vacation/short-term rental. Unit is super clean and comfortable with all new appliances and furniture.<br /><br />The complex is in the heart of South Congress walkable to many restaurants, coffee shops, shopping, entertainment, grocery store, etc. and is less than 2 miles to downtown and Lady Bird Lake. Also is a gated community with large pool and workout room.",78704,South Austin,30.24511056964655,-97.75379658115104,Entire condo,Entire home/apt,3,2.0,3.0,3.0,"Dining table;Iron;Coffee maker: Keurig coffee machine, pour-over coffee;Central air conditioning;Ceiling fan;Cooking basics;Laundromat nearby;Private backyard – Fully fenced;Blender;Exercise equipment: free weights, stationary bike, yoga mat;Free washer – In unit;Wine glasses;Long term stays allowed;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Cleaning products;Essentials;LG electric stove;Freezer;Hot water;Clothing storage: walk-in closet and dresser;Central heating;55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, Roku;Baking sheet;LG stainless steel oven;Dedicated workspace;Microwave;Luggage dropoff allowed;Extra pillows and blankets;Private gym in building;Smoke alarm;Wifi;Free parking on premises;Hammock;Whirlpool refrigerator;Kitchen;Free dryer – In unit;Private outdoor pool - available seasonally;Hangers;Bed linens",126.58,31.0,365.0,296,2,2023-04-20,2023-06-30,0.05,5.0,5.0,5.0,5.0,h_3947597,Chad,t,6,https://www.airbnb.com/rooms/786496661945138487,https://a0.muscache.com/pictures/miso/Hosting-786496661945138487/original/b9f085e2-3f50-4ded-8ab9-04aec474a2e9.jpeg
l_1434253263413807084,Modern Luxe Home | Private Pool,"Nestled in a quiet neighborhood, this new beautifully designed home offers a blend of modern comfort and laid-back charm. <br /><br />Enjoy amenities like Netflix, Prime Video, HBO Max, a full kitchen, private parking, washer/dryer, and internet. The home is fully stocked with cookware, glassware, and bath essentials. A smart lock makes check-in seamless.<br /><br />What makes it special: <br />- Private Pool with Waterfall Feature<br />- Designer Kitchen<br />- Boutique Bathroom Vibes<br />- Great location",78745,South Austin,30.2176426,-97.7768793,Entire home,Entire home/apt,4,2.5,2.0,2.0,Refrigerator;Dining table;Air conditioning;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Coffee maker: drip coffee maker;Room-darkening shades;Cooking basics;Stainless steel single oven;TV;Private backyard – Fully fenced;Bathtub;Blender;Free dryer – In building;Body soap;Wine glasses;Outdoor shower;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Hot water kettle;Freezer;Hot water;Central heating;Pool;Clothing storage;Baking sheet;Conditioner;Dedicated workspace;First aid kit;Microwave;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Kitchen;Coffee;Fire extinguisher;Books and reading material;Hangers;Bed linens,253.34,2.0,1125.0,202,46,2025-07-20,2026-06-08,4.08,4.96,4.96,4.74,4.93,h_41945984,Anabel,t,1,https://www.airbnb.com/rooms/1434253263413807084,https://a0.muscache.com/pictures/hosting/Hosting-1434253263413807084/original/3cc3b273-5a03-4baa-95cc-1ba83687e686.jpeg
l_36700041,Great Hills Getaway · Spacious · Laundry · Yard,"NOTE: No drugs, no smoking/vaping of any kind, no parties, no pets, and no human guests who will cause a mess/damages. Ideal for remote/WFH travelers.<br /><br />3 bd, 2 ba, fenced backyard, and keyless entry. Use your subscription services (Netflix, Amazon Prime, etc.) with the smart tv. Two full-sized bunk beds and two queen-sized beds.<br /><br />The bathrooms and kitchen were recently remodeled. The kitchen has SS appliances, a microwave, coffee maker, etc. Perfect for gov't/ corporate employees.",78759,Northwest Austin,30.42069,-97.75077,Entire home,Entire home/apt,4,,3.0,4.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Cooking basics;TV;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Blender;Keypad;Body soap;Wine glasses;Long term stays allowed;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Coffee maker;Hot water;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Cleaning available during stay;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Indoor fireplace;Shower gel;Stove;Kitchen;Coffee;Fire extinguisher;Hangers;Bed linens,146.62,1.0,1125.0,311,42,2019-07-21,2025-12-30,0.5,4.64,4.76,4.83,4.6,h_275835096,Shelli,f,1,https://www.airbnb.com/rooms/36700041,https://a0.muscache.com/pictures/30221ca7-fb51-4312-8dd4-07d1861e4f93.jpg
l_1239420784135636841,Studio apartment,"Enjoy a stylish experience at this centrally-located place.  Studio apartment located just minutes from local attractions, diverse eateries, and vibrant venues.",78701,Downtown,30.272572052097395,-97.74668100362784,Entire rental unit,Entire home/apt,4,1.0,,1.0,Smoke alarm;Pool;Exercise equipment;BBQ grill;Paid parking on premises;Washer – In unit;TV;Kitchen;Fire extinguisher,255.74,3.0,7.0,117,2,2025-03-11,2025-10-21,0.13,5.0,5.0,5.0,5.0,h_531515027,Minette,f,2,https://www.airbnb.com/rooms/1239420784135636841,https://a0.muscache.com/pictures/miso/Hosting-1239420784135636841/original/1fe44f9f-7231-46db-b917-0a6156295124.jpeg
l_1654711173483624068,Heart of SoCo | Modern 1Bedroom Near Uchi & Zilker,"Live like an Austin local in this chic Artisan at South Lamar 1 bedroom! Perfectly placed in the iconic 78704 zip code, you’re steps from Zilker Park, Barton Springs, and elite dining like Uchi. Unit is facing Manchaca Rd",78704,South Austin,30.238125,-97.78429090000002,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;BBQ grill;Cooking basics;TV;Private entrance;Bathtub;Oven;Body soap;Noise decibel monitors on property;Exercise equipment;Paid crib;Outdoor dining area;Single level home;Free street parking;Long term stays allowed;Dishwasher;Smart lock;Dishes and silverware;Coffee maker;Essentials;Hot water kettle;Ethernet connection;Freezer;Hot water;Pool;Baking sheet;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Kitchen;Self check-in;Extra pillows and blankets;Smoke alarm;Free parking on premises;Washer;Hair dryer;Shower gel;Stove;Gym;Fast wifi – 821 Mbps;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens,170.0,1.0,1125.0,248,3,2026-06-08,2026-06-19,3.0,3.67,3.67,4.0,3.33,h_744920317,Hackner Stays,t,6,https://www.airbnb.com/rooms/1654711173483624068,https://a0.muscache.com/pictures/hosting/Hosting-1654711173483624068/original/a5a3143f-1a12-4312-b218-6c9be071fe27.jpeg
l_877540845133371618,Vintage Vacation,"The 70’s vibes are alive and well in this cozy vintage camper! This rare gem is a blast from the past with all the modern comforts of home including a king size bed, gas stove and oven, full bath,as well as two outside areas. Live music is a short walk away at the local dive bar Sahara Lounge or you can experience the fun Austin nightlife with an 8 min ride downtown. There are plenty of amazing local restaurants within walking distance or you can rent a bike or scooter to cruise around.",78721,East Austin,30.27568690488853,-97.68683284521104,Camper/RV,Entire home/apt,3,,1.0,,Outdoor dining area;Lockbox;Private patio or balcony;Free parking on premises;Body soap;Mini fridge;Iron;Free dryer – In building;Essentials;Smoking allowed;Conditioner;Single oven;Bathtub;Portable fans;Carbon monoxide alarm;Dedicated workspace;Hammock;Extra pillows and blankets;Dining table;Single level home;Dishes and silverware;Hot water kettle;Baking sheet;Outdoor furniture;Garden view;Hangers;Portable heater;Kitchen;Shampoo;Freezer;Coffee;Hair dryer;Free street parking;Fire pit;Private backyard – Fully fenced;Room-darkening shades;Wifi;Radiant heating;Smoke alarm;Bed linens;Cooking basics;BBQ grill;Cleaning products;Hot water;Washer;Refrigerator;Window AC unit;Long term stays allowed;Kayak;Wine glasses;Clothing storage: closet and wardrobe;Shower gel;First aid kit;Pets allowed;Self check-in;Private entrance;Fire extinguisher;Gas stove;Beach essentials,,1.0,1125.0,0,106,2023-05-22,2025-11-23,2.79,4.69,4.63,4.76,4.7,h_209350275,Nichole,t,2,https://www.airbnb.com/rooms/877540845133371618,https://a0.muscache.com/pictures/miso/Hosting-877540845133371618/original/51410f27-243b-4373-b41e-c90461062890.jpeg
l_1168848772502985841,Sunset Condo,"Welcome to the epitome of luxury in the heart of downtown Austin. Located a stone's throw away from the vibrant and historic Rainey Street, our condo promises an unparalleled experience of comfort and sophistication.",78701,Downtown,30.25553,-97.73855,Entire condo,Entire home/apt,4,1.0,1.0,2.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Room-darkening shades;Cooking basics;EV charger;Laundromat nearby;TV;Long term stays allowed;Oven;Blender;Body soap;Exercise equipment;Wine glasses;Coffee maker: Nespresso;Outdoor dining area;Paid parking on premises;Ping pong table;Dishwasher;Single level home;Dishes and silverware;Outdoor furniture;Paid parking off premises;Cleaning products;Essentials;Freezer;Hot water;Sun loungers;Lake access;Pool;Clothing storage;Baking sheet;Dryer;Heating;Building staff;Conditioner;Dedicated workspace;Pack ’n play/Travel crib;First aid kit;Microwave;Luggage dropoff allowed;Extra pillows and blankets;Resort access;Smoke alarm;Wifi;Self check-in;Patio or balcony;Washer;Hair dryer;Elevator;Shower gel;Stove;Gym;Kitchen;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens,368.2,1.0,2147483647.0,197,20,2024-07-14,2026-06-07,0.85,4.8,4.95,4.9,4.75,h_30225950,Austin Affinity,t,38,https://www.airbnb.com/rooms/1168848772502985841,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2ODg0ODc3MjUwMjk4NTg0MQ%3D%3D/original/44444cc7-9e06-4163-885a-180e83284c1e.jpeg
l_959697125153613707,~uUnbeatable PRICE 30 days Master room,5 days or more stay at an unbeatable price in central location of West Campus<br /><br />Master room meaning you have your own private room and private bath<br /><br />This is a 2 bedrooms 2 bathroom apartment so there is one other room that will have guests in it<br /><br />Room has 1 queen bed and we can bring one extra<br /><br />Can sleep 4 people max<br /><br />Parking included free<br /><br />WiFi included and all utilities,78705,University of Texas,30.29546,-97.7435,Private room in rental unit,Private room,4,1.0,1.0,2.0,Refrigerator;Air conditioning;Iron;BBQ grill;Carbon monoxide alarm;Room-darkening shades;Cooking basics;TV;Private entrance;Oven;Keypad;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Dishes and silverware;Paid parking off premises;Exterior security cameras on property;Hot water;Dryer;Heating;Dedicated workspace;Microwave;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Wifi;Free parking on premises;Fire pit;Patio or balcony;Washer;Hair dryer;Stove;Kitchen;Fire extinguisher;Hangers;Bed linens,49.8,30.0,365.0,291,13,2023-12-15,2026-05-07,0.42,4.92,4.77,4.92,4.85,h_121500207,Aref S,f,2,https://www.airbnb.com/rooms/959697125153613707,https://a0.muscache.com/pictures/hosting/Hosting-959697125153613707/original/1ab5ef98-bf1b-4ed4-94b7-c8a9c7d93eb2.jpeg
l_769527724047653235,Oasis in West Austin: Luxury 1 Bedroom,"Hidden among towering trees and rolling hills, folks tend to settle in Highland Park West because it is close to downtown but still offers privacy and luxury.  We have lovingly restored this charming 1 bedroom from the ground up to woo our dearest friends and family to come and stay a while.  We hope the kitchen delights even the most discriminating chef, the bed is best night's rest you've ever had, and the hospitality makes you feel right at home.  We live close by and are available for you.",78731,Rosedale,30.3356053,-97.7598573,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"Dining table;Crib;Drying rack for clothing;Iron;Smeg stainless steel electric stove;Central air conditioning;Carbon monoxide alarm;Ceiling fan;Toaster;Room-darkening shades;Cooking basics;BBQ grill;KitchenAid side-by-side counter depth 36"" refrigerator;Laundromat nearby;Free driveway parking on premises – 1 space;Fire extinguisher;Shared outdoor pool - available all year, open 24 hours, heated, saltwater;Park view;Bathtub;Blender;Echo Bluetooth sound system;Coffee maker: Keurig coffee machine;Free washer – In unit;Wine glasses;Outdoor dining area;Long term stays allowed;Smart lock;Dishwasher;Dishes and silverware;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Rice maker;Sun loungers;Hot water;Shared patio or balcony;French twice milled - linen scent body soap;Central heating;Baking sheet;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Cleaning available during stay;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Clothing storage: walk-in closet, closet, and dresser;Wifi;Breakfast;Smeg 36"" with Rotisserie stainless steel oven;Hair dryer;Pets allowed;Shower gel;Bumble & Bumble shampoo;Shared backyard – Fully fenced;Kitchen;Bumble and Bumble conditioner;Safe;Coffee;Free dryer – In unit;45 inch HDTV with Roku;Hangers;Bed linens",118.0,30.0,365.0,365,11,2023-03-27,2026-05-16,0.28,4.91,4.91,4.82,4.73,h_71682273,Christy,t,4,https://www.airbnb.com/rooms/769527724047653235,https://a0.muscache.com/pictures/miso/Hosting-769527724047653235/original/d71d8cc0-8e10-419f-b2bd-f9a151a88588.jpeg
l_566548071441810904,New High Rise 2 Bedroom Condo Rainey District,"Luxury high rise condo in the heart of the Rainey Street! The best location for living, entertaining, and experiencing SXSW! Centrally located to everything downtown Austin has to offer, Austin City Limits, Rainey street bars and restaurants, 6th Street, live music, museums, Lady Bird Lake all within minutes! The roof top pool, cabanas, and entertaining spaces on the 33rd floor are literally breathtaking with amazing views of the Austin downtown skyline and Lady Bird Lake",78701,Downtown,30.256547927856445,-97.73882293701172,Room in boutique hotel,Private room,6,2.0,2.0,3.0,"Dining table;Iron;Bosch convection/microwave oven;Shampoo;Central air conditioning;Carbon monoxide alarm;Coffee maker: drip coffee maker;Room-darkening shades;Cooking basics;Toaster;TV;Fire extinguisher;Single level home;Bathtub;Body soap;Noise decibel monitors on property;Free washer – In unit;Exercise equipment;Bosch induction stove;Wine glasses;Outdoor dining area;Paid parking on premises;Ping pong table;Dishwasher;Private patio or balcony;Dishes and silverware;Outdoor furniture;Long term stays allowed;Exterior security cameras on property;Cleaning products;Essentials;Private living room;Freezer;Hot water;Sun loungers;Paid street parking off premises;Central heating;Shared outdoor pool - available all year, open specific hours, heated, rooftop;Lake access;Clothing storage;Baking sheet;EV charger - level 2;Shared gym in building;Building staff;Conditioner;Dedicated workspace;First aid kit;Microwave;City skyline view;River view;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Fire pit;Lake view;Hair dryer;Elevator;Shower gel;Bosch refrigerator;Kitchen;Safe;Coffee;Free dryer – In unit;Hangers;Bed linens",252.0,1.0,72.0,341,317,2022-03-06,2026-06-19,6.05,4.94,4.93,4.93,4.88,h_42214080,Jason,t,7,https://www.airbnb.com/rooms/566548071441810904,https://a0.muscache.com/pictures/miso/Hosting-566548071441810904/original/cbff3f5b-183c-4fc8-8d2f-a04c4fd5d37a.jpeg
l_559374939109203581,"Family Friendly & King Suite & Fire Pit, 9 Mil DT","Welcome to this stylish 3BR/2BA home. Relaxed in cozy king/queen beds with down comforters and premium cotton beddings for a good night sleep.  Enjoy the large 75"" TV with Disney+. Large dining area to hang out. Enjoy breezy cool nights with an outdoor fire pit and a large backyard space.<br /><br />The place is conveniently located close to downtown Austin, Zilker park and Town Lake (approx 9 mil), 13 mil to airport. Close to the famous Salt Lick BBQ, Jester King Brewery and Lady Bird Wild Flower Center.",78735,West Austin,30.24177,-97.85254,Entire home,Entire home/apt,7,2.0,3.0,4.0,"Exterior security cameras on property;Bed linens;Room-darkening shades;Hangers;Kitchen;Carbon monoxide alarm;Samsung stainless steel electric stove;Clothing storage: walk-in closet and closet;Body soap;Coffee maker: Keurig coffee machine, pour-over coffee;Free dryer – In building;Shower gel;Shampoo;Children’s dinnerware;Dishwasher;Bathtub;Stainless steel oven;Wifi;Coffee;Conditioner;Fire pit;Free parking on premises;Pack ’n play/Travel crib - always at the listing;Dedicated workspace;Hot water kettle;Dishes and silverware;Wine glasses;Essentials;Board games;Outlet covers;Central air conditioning;Fire extinguisher;Ceiling fan;Free washer – In unit;Smoke alarm;Iron;Private entrance;Outdoor furniture;Free street parking;Private patio or balcony;Dining table;Extra pillows and blankets;Cooking basics;Keypad;70 inch HDTV with Disney+;Hair dryer;Self check-in;Books and reading material;Central heating;Baking sheet;Cleaning products;Vasani refrigerator;Laundromat nearby;Single level home;Children’s books and toys for ages 0-2 years old and 2-5 years old;First aid kit;Microwave;Baby monitor;Hot water;Toaster;Private backyard – Fully fenced;Long term stays allowed;Freezer;Indoor fireplace: wood-burning",267.56,1.0,365.0,333,218,2022-02-21,2026-06-14,4.12,4.93,4.91,4.85,4.86,h_439106190,Crystal & Lee,t,3,https://www.airbnb.com/rooms/559374939109203581,https://a0.muscache.com/pictures/prohost-api/Hosting-559374939109203581/original/76bc7383-a5e2-4294-8dc8-285e3e910ee0.jpeg
l_50009541,SoLa Sweet Spot-GOOGLE FIBER-entire condo is yours,"The M4DCo is located in the most sought after zip code in Austin-78704! 3 mi. from Zilker Park (where ACL takes place) Min. from all the places-6th St, SoLa, SoCo, S. First Street shops/bars/restaurants/,  Ladybird Lake &Barton Springs Pool.Enjoy all the iconic Austin hot spots within just a few miles. UPDATE:4/4/2026 a neighboring property has multiple dogs that bark frequently during the day/evening.Guests who are sensitive to noise may find this disruptive",78704,South Austin,30.23263,-97.77642,Entire condo,Entire home/apt,4,1.5,2.0,2.0,"Refrigerator;Iron;Window guards;Shampoo;Central air conditioning;Ceiling fan;Toaster;Room-darkening shades;Cooking basics;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Bathtub;Blender;Free parking on premises – 2 spaces;Keypad;Free washer – In unit;Wine glasses;Outdoor dining area;Trash compactor;32 inch HDTV with Amazon Prime Video, Netflix;Dishwasher;Private patio or balcony;Dishes and silverware;Outdoor furniture;Free street parking;Coffee maker;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Freezer;Hot water;Stainless steel electric stove;Baking sheet;Heating;Conditioner;Alba Organics body soap;Stainless steel oven;First aid kit;Microwave;Clothing storage: walk-in closet and closet;Self check-in;Smoke alarm;Wifi;Hair dryer;Shower gel;Kitchen;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens",,1.0,1125.0,117,151,2021-05-31,2026-06-01,2.45,4.94,4.97,4.79,4.87,h_402462573,Ashly,t,1,https://www.airbnb.com/rooms/50009541,https://a0.muscache.com/pictures/7544cfdf-f18a-4a9e-9963-90ef8b52341e.jpg
l_1275498885966135705,UT condo on Guadalupe 2/2,"Condo on Guadalupe with easy walking distance to campus. 2 bedrooms that each feature a queen bed, TV, a desk and private bathroom. Relax in the living room on the couch with chaise. Kitchen is fully stocked with pots, pans, dishes. Great dining area. The condo was recently furnished and is ready for you to enjoy the area and stay monthly!",78705,University of Texas,30.29676038116612,-97.74108847029116,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,Refrigerator;Dining table;Air conditioning;Toaster;Ceiling fan;TV;Bathtub;Blender;Lockbox;Coffee maker: Keurig coffee machine;Long term stays allowed;Dishwasher;Dishes and silverware;Electric stove;Free dryer – In unit;Hot water;Central heating;Baking sheet;Dedicated workspace;Microwave;Self check-in;Smoke alarm;Wifi;Free parking on premises;Washer;Kitchen;Fire extinguisher;Single oven;Bed linens,96.24,30.0,180.0,187,5,2025-03-20,2025-12-01,0.33,5.0,5.0,5.0,5.0,h_135948389,Tiffany,t,3,https://www.airbnb.com/rooms/1275498885966135705,https://a0.muscache.com/pictures/hosting/Hosting-1275498885966135705/original/1033e5db-96f4-459d-a6c4-2f583f21eb0d.jpeg
